#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PPP3CB	AKAP5	9606.ENSP00000378306	9606.ENSP00000378207	0	0	0	0	0	0	0.500	0.504	0.741
PPP3CB	CAMK2D	9606.ENSP00000378306	9606.ENSP00000425824	0	0	0	0	0.206	0.063	0	0.302	0.435
PPP3CB	PIK3CB	9606.ENSP00000378306	9606.ENSP00000501150	0	0	0	0	0.074	0	0	0.424	0.444
PPP3CB	HRAS	9606.ENSP00000378306	9606.ENSP00000407586	0	0	0	0	0.055	0.126	0	0.424	0.483
PPP3CB	AKT1	9606.ENSP00000378306	9606.ENSP00000451828	0	0	0	0	0.060	0.091	0	0.472	0.509
PPP3CB	PRKCA	9606.ENSP00000378306	9606.ENSP00000408695	0	0	0	0	0.049	0.052	0.500	0.125	0.552
PPP3CB	PLCB3	9606.ENSP00000378306	9606.ENSP00000443631	0	0	0	0	0.056	0	0.650	0.090	0.673
PPP3CB	FKBP1A	9606.ENSP00000378306	9606.ENSP00000383003	0	0	0	0	0.044	0.481	0.500	0.468	0.850
PPP3CB	PLCG2	9606.ENSP00000378306	9606.ENSP00000482457	0	0	0	0	0.080	0.070	0.900	0.118	0.914
PPP3CB	NFATC4	9606.ENSP00000378306	9606.ENSP00000388910	0	0	0	0	0.055	0	0.900	0.433	0.941
PPP3CB	NFATC1	9606.ENSP00000378306	9606.ENSP00000389377	0	0	0	0	0	0	0.900	0.480	0.945
PPP3CB	NFATC2	9606.ENSP00000378306	9606.ENSP00000379330	0	0	0	0	0.044	0	0.900	0.592	0.957
PPP3CB	CALML4	9606.ENSP00000378306	9606.ENSP00000419081	0	0	0	0	0	0.147	0.900	0.736	0.975
PPP3CB	PPP3R2	9606.ENSP00000378306	9606.ENSP00000498330	0	0	0	0	0.055	0.780	0.900	0.739	0.993
PPP3CB	PPP3CA	9606.ENSP00000378306	9606.ENSP00000378323	0	0	0.049	0.982	0.106	0.616	0.900	0.868	0.994
PPP3CB	PPP3CC	9606.ENSP00000378306	9606.ENSP00000380878	0	0	0.051	0.979	0.062	0.834	0.900	0.685	0.994
PPP3CC	MAPK1	9606.ENSP00000380878	9606.ENSP00000215832	0	0	0	0	0.068	0.143	0	0.439	0.513
PPP3CC	PPP3R1	9606.ENSP00000380878	9606.ENSP00000234310	0	0	0	0	0.104	0.962	0.900	0.915	0.999
PPP3CC	PLCG1	9606.ENSP00000380878	9606.ENSP00000244007	0	0	0	0	0.075	0.070	0.900	0.041	0.906
PPP3CC	PLCB2	9606.ENSP00000380878	9606.ENSP00000260402	0	0	0	0	0.049	0	0.650	0.206	0.712
PPP3CC	ITPKC	9606.ENSP00000380878	9606.ENSP00000263370	0	0	0	0	0	0.192	0	0.489	0.569
PPP3CC	YWHAE	9606.ENSP00000380878	9606.ENSP00000264335	0	0	0	0	0.074	0.111	0.400	0.160	0.529
PPP3CC	CACNA1C	9606.ENSP00000380878	9606.ENSP00000266376	0	0	0	0	0.058	0.076	0.900	0.144	0.915
PPP3CC	CACNA1D	9606.ENSP00000380878	9606.ENSP00000288139	0	0	0	0	0.058	0.076	0.900	0.122	0.913
PPP3CC	CALM3	9606.ENSP00000380878	9606.ENSP00000291295	0	0	0	0	0.051	0.305	0.900	0.428	0.957
PPP3CC	NFATC3	9606.ENSP00000380878	9606.ENSP00000300659	0	0	0	0	0	0	0.900	0.354	0.932
PPP3CC	CALML6	9606.ENSP00000380878	9606.ENSP00000304643	0	0	0	0	0	0.147	0.900	0.359	0.940
PPP3CC	ITPR1	9606.ENSP00000380878	9606.ENSP00000306253	0	0	0	0	0.059	0.071	0.360	0.145	0.458
PPP3CC	CALML3	9606.ENSP00000380878	9606.ENSP00000315299	0	0	0	0	0.051	0.178	0.900	0.406	0.947
PPP3CC	CAMK2G	9606.ENSP00000380878	9606.ENSP00000319060	0	0	0	0	0.045	0.094	0	0.482	0.513
PPP3CC	GSK3B	9606.ENSP00000380878	9606.ENSP00000324806	0	0	0	0	0	0.624	0.900	0.213	0.967
PPP3CC	PLCB1	9606.ENSP00000380878	9606.ENSP00000338185	0	0	0	0	0.049	0	0.650	0.214	0.715
PPP3CC	PLCB4	9606.ENSP00000380878	9606.ENSP00000367762	0	0	0	0	0.048	0	0.650	0.205	0.712
PPP3CC	CALML5	9606.ENSP00000380878	9606.ENSP00000369689	0	0	0	0	0.051	0.178	0.900	0.405	0.947
PPP3CC	FKBP1B	9606.ENSP00000380878	9606.ENSP00000370373	0	0	0	0	0	0.481	0	0.192	0.562
PPP3CC	RCAN1	9606.ENSP00000380878	9606.ENSP00000370527	0	0	0	0	0.056	0.850	0	0.254	0.885
PPP3CC	PPP3CB	9606.ENSP00000380878	9606.ENSP00000378306	0	0	0.051	0.979	0.062	0.834	0.900	0.685	0.994
PPP3CC	PPP3CA	9606.ENSP00000380878	9606.ENSP00000378323	0	0	0.050	0.980	0.047	0.099	0.900	0.661	0.967
PPP3CC	YWHAZ	9606.ENSP00000380878	9606.ENSP00000379287	0	0	0	0	0.074	0.111	0.400	0.132	0.513
PPP3CC	NFATC2	9606.ENSP00000380878	9606.ENSP00000379330	0	0	0	0	0.062	0	0.900	0.236	0.922
PPP3CC	SYN2	9606.ENSP00000380878	9606.ENSP00000480050	0	0	0	0	0.047	0	0	0.405	0.408
PPP3CC	PIK3CB	9606.ENSP00000380878	9606.ENSP00000501150	0	0	0	0	0	0	0	0.409	0.409
PPP3CC	HRAS	9606.ENSP00000380878	9606.ENSP00000407586	0	0	0	0	0.055	0.126	0	0.379	0.443
PPP3CC	AKT1	9606.ENSP00000380878	9606.ENSP00000451828	0	0	0	0	0	0.091	0	0.447	0.476
PPP3CC	FKBP1A	9606.ENSP00000380878	9606.ENSP00000383003	0	0	0	0	0	0.481	0	0.218	0.577
PPP3CC	RGS4	9606.ENSP00000380878	9606.ENSP00000397181	0	0	0	0	0	0	0	0.581	0.581
PPP3CC	PLCB3	9606.ENSP00000380878	9606.ENSP00000443631	0	0	0	0	0.049	0	0.650	0.201	0.711
PPP3CC	PLCG2	9606.ENSP00000380878	9606.ENSP00000482457	0	0	0	0	0.073	0.070	0.900	0.051	0.907
PPP3CC	CALML4	9606.ENSP00000380878	9606.ENSP00000419081	0	0	0	0	0	0.147	0.900	0.410	0.945
PPP3CC	NFATC4	9606.ENSP00000380878	9606.ENSP00000388910	0	0	0	0	0.055	0.422	0.900	0.252	0.953
PPP3CC	NFATC1	9606.ENSP00000380878	9606.ENSP00000389377	0	0	0	0	0.061	0.463	0.900	0.242	0.956
PPP3CC	PPP3R2	9606.ENSP00000380878	9606.ENSP00000498330	0	0	0	0	0.055	0.702	0.900	0.794	0.993
PPP3R1	MAPK1	9606.ENSP00000234310	9606.ENSP00000215832	0	0	0	0	0.189	0.174	0	0.323	0.507
PPP3R1	IQCB1	9606.ENSP00000234310	9606.ENSP00000311505	0	0	0	0	0.055	0.381	0	0.072	0.410
PPP3R1	MAPK3	9606.ENSP00000234310	9606.ENSP00000263025	0	0	0	0	0.148	0.174	0	0.283	0.451
PPP3R1	YWHAE	9606.ENSP00000234310	9606.ENSP00000264335	0	0	0	0	0.074	0.084	0.400	0.091	0.476
PPP3R1	YWHAZ	9606.ENSP00000234310	9606.ENSP00000379287	0	0	0	0	0.085	0.084	0.400	0.121	0.499
PPP3R1	EGFR	9606.ENSP00000234310	9606.ENSP00000275493	0	0	0	0	0.042	0	0	0.514	0.514
PPP3R1	ITPR3	9606.ENSP00000234310	9606.ENSP00000363435	0	0	0	0	0.044	0.045	0.500	0.148	0.559
PPP3R1	ITPR2	9606.ENSP00000234310	9606.ENSP00000370744	0	0	0	0	0.044	0.045	0.500	0.165	0.568
PPP3R1	PICK1	9606.ENSP00000234310	9606.ENSP00000385205	0	0	0	0	0.049	0.328	0	0.383	0.571
PPP3R1	ITPR1	9606.ENSP00000234310	9606.ENSP00000306253	0	0	0	0	0.073	0.045	0.500	0.207	0.602
PPP3R1	PRKCA	9606.ENSP00000234310	9606.ENSP00000408695	0	0	0	0	0.049	0	0.500	0.256	0.615
PPP3R1	PLCB2	9606.ENSP00000234310	9606.ENSP00000260402	0	0	0	0	0	0	0.650	0	0.650
PPP3R1	PLCB3	9606.ENSP00000234310	9606.ENSP00000443631	0	0	0	0	0.057	0	0.650	0	0.655
PPP3R1	AKAP5	9606.ENSP00000234310	9606.ENSP00000378207	0	0	0	0	0	0.601	0	0.223	0.676
PPP3R1	PLCB4	9606.ENSP00000234310	9606.ENSP00000367762	0	0	0	0	0	0	0.650	0.125	0.680
PPP3R1	PLCB1	9606.ENSP00000234310	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.183	0.701
PPP3R1	RCAN1	9606.ENSP00000234310	9606.ENSP00000370527	0	0	0	0	0	0.724	0	0.520	0.862
PPP3R1	FKBP1B	9606.ENSP00000234310	9606.ENSP00000370373	0	0	0	0	0.076	0.747	0	0.475	0.866
PPP3R1	PLCG2	9606.ENSP00000234310	9606.ENSP00000482457	0	0	0	0	0.042	0	0.900	0.094	0.905
PPP3R1	SLC9A1	9606.ENSP00000234310	9606.ENSP00000263980	0	0	0	0	0.064	0.900	0	0.119	0.911
PPP3R1	PLCG1	9606.ENSP00000234310	9606.ENSP00000244007	0	0	0	0	0.044	0	0.900	0.158	0.912
PPP3R1	GSK3B	9606.ENSP00000234310	9606.ENSP00000324806	0	0	0	0	0.103	0.099	0.900	0.219	0.928
PPP3R1	PPP3R2	9606.ENSP00000234310	9606.ENSP00000498330	0	0	0.051	0.979	0	0.180	0.900	0.375	0.944
PPP3R1	CALML6	9606.ENSP00000234310	9606.ENSP00000304643	0	0	0	0.676	0	0.057	0.650	0.855	0.948
PPP3R1	CALML3	9606.ENSP00000234310	9606.ENSP00000315299	0	0	0	0.805	0.061	0.098	0.650	0.859	0.952
PPP3R1	CALML5	9606.ENSP00000234310	9606.ENSP00000369689	0	0	0	0.754	0.061	0.098	0.650	0.865	0.954
PPP3R1	NFATC2	9606.ENSP00000234310	9606.ENSP00000379330	0	0	0	0	0.058	0	0.900	0.759	0.975
PPP3R1	CALM3	9606.ENSP00000234310	9606.ENSP00000291295	0	0	0	0.821	0.086	0.456	0.650	0.899	0.980
PPP3R1	CALML4	9606.ENSP00000234310	9606.ENSP00000419081	0	0	0	0	0	0.057	0.650	0.952	0.982
PPP3R1	NFATC4	9606.ENSP00000234310	9606.ENSP00000388910	0	0	0	0	0	0	0.900	0.863	0.985
PPP3R1	NFATC3	9606.ENSP00000234310	9606.ENSP00000300659	0	0	0	0	0.049	0	0.900	0.877	0.987
PPP3R1	FKBP1A	9606.ENSP00000234310	9606.ENSP00000383003	0	0	0	0	0.112	0.973	0.500	0.773	0.996
PPP3R1	NFATC1	9606.ENSP00000234310	9606.ENSP00000389377	0	0	0	0	0	0.944	0.900	0.759	0.998
PPP3R1	PPP3CC	9606.ENSP00000234310	9606.ENSP00000380878	0	0	0	0	0.104	0.962	0.900	0.915	0.999
PPP3R1	PPP3CB	9606.ENSP00000234310	9606.ENSP00000378306	0	0	0	0	0.226	0.970	0.900	0.963	0.999
PPP3R1	PPP3CA	9606.ENSP00000234310	9606.ENSP00000378323	0	0	0	0	0.128	0.997	0.900	0.998	0.999
PPP3R2	SOS2	9606.ENSP00000498330	9606.ENSP00000216373	0	0	0	0	0.058	0.045	0	0.576	0.586
PPP3R2	PPP3R1	9606.ENSP00000498330	9606.ENSP00000234310	0	0	0.051	0.979	0	0.180	0.900	0.375	0.944
PPP3R2	PLCG1	9606.ENSP00000498330	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0	0.900
PPP3R2	PLCB2	9606.ENSP00000498330	9606.ENSP00000260402	0	0	0	0	0	0	0.650	0	0.650
PPP3R2	CALM3	9606.ENSP00000498330	9606.ENSP00000291295	0	0	0	0.786	0	0.102	0.650	0.181	0.720
PPP3R2	NFATC3	9606.ENSP00000498330	9606.ENSP00000300659	0	0	0	0	0	0.207	0.900	0.181	0.929
PPP3R2	CALML6	9606.ENSP00000498330	9606.ENSP00000304643	0	0	0	0	0.063	0.102	0.650	0.496	0.831
PPP3R2	ITPR1	9606.ENSP00000498330	9606.ENSP00000306253	0	0	0	0	0	0.063	0.360	0.100	0.413
PPP3R2	CALML3	9606.ENSP00000498330	9606.ENSP00000315299	0	0	0	0.771	0	0.102	0.650	0.179	0.719
PPP3R2	GSK3B	9606.ENSP00000498330	9606.ENSP00000324806	0	0	0	0	0	0.099	0.900	0.046	0.906
PPP3R2	STK11	9606.ENSP00000498330	9606.ENSP00000324856	0	0	0	0	0	0.128	0.161	0.390	0.515
PPP3R2	PLCB1	9606.ENSP00000498330	9606.ENSP00000338185	0	0	0	0	0	0	0.650	0.060	0.656
PPP3R2	PLCB4	9606.ENSP00000498330	9606.ENSP00000367762	0	0	0	0	0	0	0.650	0	0.650
PPP3R2	CALML5	9606.ENSP00000498330	9606.ENSP00000369689	0	0	0	0.738	0	0.102	0.650	0.182	0.720
PPP3R2	FKBP1B	9606.ENSP00000498330	9606.ENSP00000370373	0	0	0	0	0.074	0.412	0	0.067	0.447
PPP3R2	RCAN1	9606.ENSP00000498330	9606.ENSP00000370527	0	0	0	0	0	0.626	0	0.201	0.689
PPP3R2	PPP3CB	9606.ENSP00000498330	9606.ENSP00000378306	0	0	0	0	0.055	0.780	0.900	0.739	0.993
PPP3R2	PPP3CA	9606.ENSP00000498330	9606.ENSP00000378323	0	0	0	0	0.055	0.792	0.900	0.685	0.993
PPP3R2	NFATC2	9606.ENSP00000498330	9606.ENSP00000379330	0	0	0	0	0	0	0.900	0.244	0.921
PPP3R2	PPP3CC	9606.ENSP00000498330	9606.ENSP00000380878	0	0	0	0	0.055	0.702	0.900	0.794	0.993
PPP3R2	FKBP1A	9606.ENSP00000498330	9606.ENSP00000383003	0	0	0	0	0.074	0.412	0	0.085	0.458
PPP3R2	NFATC4	9606.ENSP00000498330	9606.ENSP00000388910	0	0	0	0	0	0	0.900	0.160	0.912
PPP3R2	NFATC1	9606.ENSP00000498330	9606.ENSP00000389377	0	0	0	0	0	0.433	0.900	0.165	0.948
PPP3R2	CALML4	9606.ENSP00000498330	9606.ENSP00000419081	0	0	0	0	0	0.102	0.650	0.496	0.827
PPP3R2	PLCB3	9606.ENSP00000498330	9606.ENSP00000443631	0	0	0	0	0	0	0.650	0.076	0.662
PPP3R2	PLCG2	9606.ENSP00000498330	9606.ENSP00000482457	0	0	0	0	0	0	0.900	0	0.900
PRKACA	KCNQ1	9606.ENSP00000309591	9606.ENSP00000155840	0	0	0	0	0.053	0.292	0.900	0.610	0.970
PRKACA	PYGM	9606.ENSP00000309591	9606.ENSP00000164139	0	0	0	0	0.131	0.053	0	0.609	0.651
PRKACA	MAPK1	9606.ENSP00000309591	9606.ENSP00000215832	0	0	0	0.610	0.083	0.098	0.900	0.249	0.929
PRKACA	PYGL	9606.ENSP00000309591	9606.ENSP00000216392	0	0	0	0	0.117	0.053	0	0.609	0.645
PRKACA	PLEK2	9606.ENSP00000309591	9606.ENSP00000216446	0	0	0	0	0	0	0	0.452	0.452
PRKACA	PYGB	9606.ENSP00000309591	9606.ENSP00000216962	0	0	0	0	0.129	0.053	0	0.610	0.651
PRKACA	CDC37	9606.ENSP00000309591	9606.ENSP00000222005	0	0	0	0	0.060	0.544	0	0.222	0.638
PRKACA	RASD1	9606.ENSP00000309591	9606.ENSP00000225688	0	0	0	0	0.056	0.129	0	0.369	0.436
PRKACA	GNRHR	9606.ENSP00000309591	9606.ENSP00000226413	0	0	0	0	0.084	0	0	0.387	0.415
PRKACA	RAP1B	9606.ENSP00000309591	9606.ENSP00000250559	0	0	0	0	0.077	0.129	0.900	0.381	0.943
PRKACA	KRAS	9606.ENSP00000309591	9606.ENSP00000256078	0	0	0	0	0.058	0.129	0	0.366	0.435
PRKACA	TRPA1	9606.ENSP00000309591	9606.ENSP00000262209	0	0	0	0	0.063	0.045	0	0.616	0.626
PRKACA	SLC9A3R1	9606.ENSP00000309591	9606.ENSP00000262613	0	0	0	0	0.103	0.046	0.900	0.681	0.969
PRKACA	MAP2K2	9606.ENSP00000309591	9606.ENSP00000262948	0	0	0	0.646	0.072	0.091	0.900	0.118	0.915
PRKACA	MAPK3	9606.ENSP00000309591	9606.ENSP00000263025	0	0	0	0.610	0.095	0.098	0.900	0.561	0.959
PRKACA	GRIN2D	9606.ENSP00000309591	9606.ENSP00000263269	0	0	0	0	0.047	0.065	0.650	0.190	0.713
PRKACA	ATP2B3	9606.ENSP00000309591	9606.ENSP00000263519	0	0	0	0	0.118	0.046	0.900	0.293	0.932
PRKACA	SLC9A1	9606.ENSP00000309591	9606.ENSP00000263980	0	0	0	0	0.097	0	0.900	0.391	0.940
PRKACA	CBL	9606.ENSP00000309591	9606.ENSP00000264033	0	0	0	0	0.049	0	0	0.438	0.442
PRKACA	YWHAE	9606.ENSP00000309591	9606.ENSP00000264335	0	0	0	0	0.082	0.240	0	0.327	0.490
PRKACA	RASGRF2	9606.ENSP00000309591	9606.ENSP00000265080	0	0	0	0	0	0.129	0.900	0.161	0.920
PRKACA	EGF	9606.ENSP00000309591	9606.ENSP00000265171	0	0	0	0	0	0	0	0.552	0.552
PRKACA	TRPV5	9606.ENSP00000309591	9606.ENSP00000265310	0	0	0	0	0	0.071	0.900	0.247	0.924
PRKACA	SRI	9606.ENSP00000309591	9606.ENSP00000265729	0	0	0	0	0.049	0	0	0.572	0.575
PRKACA	CACNA1C	9606.ENSP00000309591	9606.ENSP00000266376	0	0	0	0	0	0	0.900	0.731	0.971
PRKACA	IQGAP1	9606.ENSP00000309591	9606.ENSP00000268182	0	0	0	0	0.070	0.292	0.500	0.246	0.718
PRKACA	RASA1	9606.ENSP00000309591	9606.ENSP00000274376	0	0	0	0	0.068	0	0	0.389	0.407
PRKACA	MYLK4	9606.ENSP00000309591	9606.ENSP00000274643	0	0	0.095	0.675	0.108	0.045	0.900	0.062	0.914
PRKACA	EGFR	9606.ENSP00000309591	9606.ENSP00000275493	0	0	0	0.594	0.042	0.510	0	0.427	0.707
PRKACA	AKAP6	9606.ENSP00000309591	9606.ENSP00000280979	0	0	0	0	0	0.091	0	0.951	0.953
PRKACA	CAMK4	9606.ENSP00000309591	9606.ENSP00000282356	0	0	0	0.720	0.108	0.047	0.400	0.213	0.545
PRKACA	ADCY8	9606.ENSP00000309591	9606.ENSP00000286355	0	0	0	0	0	0.096	0.900	0.708	0.971
PRKACA	GNAQ	9606.ENSP00000309591	9606.ENSP00000286548	0	0	0	0	0.072	0	0	0.626	0.638
PRKACA	CACNA1D	9606.ENSP00000309591	9606.ENSP00000288139	0	0	0	0	0	0	0.900	0.382	0.935
PRKACA	ARAF	9606.ENSP00000309591	9606.ENSP00000290277	0	0	0	0.587	0.072	0.088	0.900	0.123	0.915
PRKACA	CALM3	9606.ENSP00000309591	9606.ENSP00000291295	0	0	0	0	0.080	0	0.650	0.970	0.989
PRKACA	GRIN2C	9606.ENSP00000309591	9606.ENSP00000293190	0	0	0	0	0.044	0.065	0.650	0.224	0.724
PRKACA	ADCY9	9606.ENSP00000309591	9606.ENSP00000294016	0	0	0	0	0.047	0.096	0.900	0.491	0.950
PRKACA	SYN1	9606.ENSP00000309591	9606.ENSP00000295987	0	0	0	0	0.062	0	0	0.477	0.489
PRKACA	RHO	9606.ENSP00000309591	9606.ENSP00000296271	0	0	0	0	0	0	0	0.435	0.435
PRKACA	ADCY1	9606.ENSP00000309591	9606.ENSP00000297323	0	0	0	0	0	0.096	0.900	0.478	0.948
PRKACA	NOS3	9606.ENSP00000309591	9606.ENSP00000297494	0	0	0	0	0.042	0.092	0	0.576	0.598
PRKACA	MAP2K1	9606.ENSP00000309591	9606.ENSP00000302486	0	0	0.096	0.655	0.060	0.091	0.900	0.232	0.929
PRKACA	CALML6	9606.ENSP00000309591	9606.ENSP00000304643	0	0	0	0	0	0	0.650	0.969	0.988
PRKACA	CSN3	9606.ENSP00000309591	9606.ENSP00000304822	0	0	0	0	0.062	0	0	0.397	0.410
PRKACA	IRS1	9606.ENSP00000309591	9606.ENSP00000304895	0	0	0	0	0.061	0.069	0	0.436	0.464
PRKACA	ITPR1	9606.ENSP00000309591	9606.ENSP00000306253	0	0	0	0	0.054	0.171	0.900	0.715	0.974
PRKACA	GFRA4	9606.ENSP00000309591	9606.ENSP00000313423	0	0	0	0	0	0	0.400	0	0.400
PRKACA	PPP1CB	9606.ENSP00000309591	9606.ENSP00000378769	0	0	0	0	0.071	0.089	0	0.356	0.408
PRKACA	BCL2L1	9606.ENSP00000309591	9606.ENSP00000365230	0	0	0	0	0.062	0	0	0.395	0.408
PRKACA	FKBP1A	9606.ENSP00000309591	9606.ENSP00000383003	0	0	0	0	0.105	0	0	0.375	0.416
PRKACA	PRKCA	9606.ENSP00000309591	9606.ENSP00000408695	0	0	0	0.872	0.047	0	0	0.420	0.423
PRKACA	RPS6KA1	9606.ENSP00000309591	9606.ENSP00000435412	0	0	0	0.868	0.050	0	0	0.420	0.425
PRKACA	PCNT	9606.ENSP00000309591	9606.ENSP00000352572	0	0	0	0	0.063	0.045	0	0.410	0.426
PRKACA	FN1	9606.ENSP00000309591	9606.ENSP00000346839	0	0	0	0	0	0	0	0.432	0.432
PRKACA	HRAS	9606.ENSP00000309591	9606.ENSP00000407586	0	0	0	0	0.076	0.129	0	0.352	0.433
PRKACA	RYR3	9606.ENSP00000309591	9606.ENSP00000489262	0	0	0	0	0	0.239	0	0.300	0.444
PRKACA	MYBPC2	9606.ENSP00000309591	9606.ENSP00000350332	0	0	0	0	0	0.066	0	0.430	0.444
PRKACA	MARCKS	9606.ENSP00000309591	9606.ENSP00000478061	0	0	0	0	0	0.213	0	0.338	0.456
PRKACA	RAP2B	9606.ENSP00000309591	9606.ENSP00000319096	0	0	0	0	0.112	0.129	0	0.357	0.459
PRKACA	CNR1	9606.ENSP00000309591	9606.ENSP00000358513	0	0	0	0	0	0	0	0.462	0.462
PRKACA	TTN	9606.ENSP00000309591	9606.ENSP00000467141	0	0	0	0	0	0.066	0	0.449	0.463
PRKACA	NOS1	9606.ENSP00000309591	9606.ENSP00000477999	0	0	0	0	0	0.091	0	0.434	0.463
PRKACA	FKBP8	9606.ENSP00000309591	9606.ENSP00000471700	0	0	0	0	0.105	0.332	0	0.186	0.471
PRKACA	PICK1	9606.ENSP00000309591	9606.ENSP00000385205	0	0	0	0	0.044	0	0	0.479	0.480
PRKACA	TRPV4	9606.ENSP00000309591	9606.ENSP00000406191	0	0	0	0	0.042	0.076	0	0.466	0.486
PRKACA	PTH1R	9606.ENSP00000309591	9606.ENSP00000402723	0	0	0	0	0	0	0	0.487	0.487
PRKACA	KCNQ3	9606.ENSP00000309591	9606.ENSP00000373648	0	0	0	0	0.053	0	0	0.487	0.493
PRKACA	PIK3CG	9606.ENSP00000309591	9606.ENSP00000419260	0	0	0	0	0	0	0	0.500	0.500
PRKACA	KCNQ2	9606.ENSP00000309591	9606.ENSP00000352035	0	0	0	0	0.053	0	0	0.494	0.500
PRKACA	SAG	9606.ENSP00000309591	9606.ENSP00000386444	0	0	0	0	0	0	0	0.513	0.513
PRKACA	JAK2	9606.ENSP00000309591	9606.ENSP00000371067	0	0	0	0.600	0.054	0.088	0.400	0.193	0.526
PRKACA	RYR1	9606.ENSP00000309591	9606.ENSP00000352608	0	0	0	0	0.042	0.239	0	0.420	0.540
PRKACA	FYN	9606.ENSP00000309591	9606.ENSP00000346671	0	0	0	0.596	0.054	0.090	0.400	0.228	0.548
PRKACA	DLG4	9606.ENSP00000309591	9606.ENSP00000497806	0	0	0	0	0.083	0.070	0	0.515	0.550
PRKACA	TAC1	9606.ENSP00000309591	9606.ENSP00000321106	0	0	0	0	0	0.053	0	0.545	0.551
PRKACA	ASPH	9606.ENSP00000309591	9606.ENSP00000368767	0	0	0	0	0.057	0	0	0.550	0.557
PRKACA	GRB2	9606.ENSP00000309591	9606.ENSP00000376345	0	0	0	0	0.060	0	0	0.556	0.564
PRKACA	PDE5A	9606.ENSP00000309591	9606.ENSP00000347046	0	0	0	0	0.078	0.107	0	0.513	0.564
PRKACA	NGF	9606.ENSP00000309591	9606.ENSP00000358525	0	0	0	0	0	0	0	0.584	0.584
PRKACA	VIP	9606.ENSP00000309591	9606.ENSP00000356213	0	0	0	0	0	0	0	0.588	0.588
PRKACA	MYBPC3	9606.ENSP00000309591	9606.ENSP00000442795	0	0	0	0	0.048	0.091	0	0.581	0.605
PRKACA	TRDN	9606.ENSP00000309591	9606.ENSP00000333984	0	0	0	0	0.061	0.069	0	0.613	0.632
PRKACA	RABIF	9606.ENSP00000309591	9606.ENSP00000356231	0	0	0	0	0.062	0	0	0.633	0.642
PRKACA	PRKG1	9606.ENSP00000309591	9606.ENSP00000363092	0	0	0	0.906	0.109	0.300	0.400	0.163	0.645
PRKACA	BDNF	9606.ENSP00000309591	9606.ENSP00000414303	0	0	0	0	0	0.071	0	0.637	0.648
PRKACA	CDC42	9606.ENSP00000309591	9606.ENSP00000497733	0	0	0	0	0.150	0.217	0	0.518	0.651
PRKACA	ARRB1	9606.ENSP00000309591	9606.ENSP00000409581	0	0	0	0	0.049	0	0	0.650	0.653
PRKACA	YWHAZ	9606.ENSP00000309591	9606.ENSP00000379287	0	0	0	0	0.091	0.468	0	0.350	0.658
PRKACA	CAV3	9606.ENSP00000309591	9606.ENSP00000341940	0	0	0	0	0.044	0	0	0.657	0.658
PRKACA	HSP90AB1	9606.ENSP00000309591	9606.ENSP00000360609	0	0	0	0	0.052	0.374	0	0.487	0.669
PRKACA	PHKA1	9606.ENSP00000309591	9606.ENSP00000362643	0	0	0	0	0	0	0.650	0.097	0.670
PRKACA	MTOR	9606.ENSP00000309591	9606.ENSP00000354558	0	0	0	0	0.049	0.091	0	0.653	0.674
PRKACA	PHKG2	9606.ENSP00000309591	9606.ENSP00000455607	0	0	0.108	0.732	0.044	0	0.650	0	0.675
PRKACA	ARRB2	9606.ENSP00000309591	9606.ENSP00000403701	0	0	0	0	0.101	0	0	0.653	0.675
PRKACA	PHKB	9606.ENSP00000309591	9606.ENSP00000313504	0	0	0	0	0.042	0	0.650	0.117	0.678
PRKACA	PHKA2	9606.ENSP00000309591	9606.ENSP00000369274	0	0	0	0	0.044	0	0.650	0.171	0.698
PRKACA	PPP1R9B	9606.ENSP00000309591	9606.ENSP00000478767	0	0	0	0	0.110	0.300	0	0.579	0.714
PRKACA	GRIN1	9606.ENSP00000309591	9606.ENSP00000360608	0	0	0	0	0.049	0.077	0.650	0.349	0.773
PRKACA	HSP90AA1	9606.ENSP00000309591	9606.ENSP00000335153	0	0	0	0	0.052	0.603	0	0.496	0.794
PRKACA	ADCY4	9606.ENSP00000309591	9606.ENSP00000312126	0	0	0	0	0	0.096	0.650	0.409	0.796
PRKACA	ADCY7	9606.ENSP00000309591	9606.ENSP00000501053	0	0	0	0	0	0.096	0.650	0.414	0.798
PRKACA	FKBP1B	9606.ENSP00000309591	9606.ENSP00000370373	0	0	0	0	0	0	0	0.845	0.845
PRKACA	ADCY2	9606.ENSP00000309591	9606.ENSP00000342952	0	0	0	0	0	0.096	0.650	0.590	0.859
PRKACA	ADCY6	9606.ENSP00000309591	9606.ENSP00000311405	0	0	0	0	0	0.096	0.650	0.596	0.861
PRKACA	ALDH7A1	9606.ENSP00000309591	9606.ENSP00000387123	0	0	0	0	0.051	0.049	0	0.888	0.890
PRKACA	MYLK	9606.ENSP00000309591	9606.ENSP00000353452	0	0	0	0.707	0.072	0.066	0.900	0.073	0.908
PRKACA	MYLK2	9606.ENSP00000309591	9606.ENSP00000365162	0	0	0	0.671	0.108	0.045	0.900	0.074	0.910
